node_id,latitude,longitude
0,-14.625,145.4250030517578
1,-14.625,145.47500610351562
2,-14.675000190734863,145.4250030517578
3,-14.675000190734863,145.47500610351562
4,-14.725000381469727,145.4250030517578
5,-14.725000381469727,145.47500610351562
