,precision,recall,f1-score,support
0,0.7913907284768212,0.9934187738136474,0.8809706650284135,2887.0
1,0.6265432098765432,0.4750390015600624,0.5403726708074534,1282.0
2,0.0,0.0,0.0,288.0
3,0.0,0.0,0.0,139.0
accuracy,0.7565274151436031,0.7565274151436031,0.7565274151436031,0.7565274151436031
macro avg,0.3544834845883411,0.36711444384342745,0.35533583395896673,4596.0
weighted avg,0.6718828172703027,0.7565274151436031,0.7041166392324162,4596.0
